MSNO,total_dur,PostalCode,lat,long,address
41401,480.0,670211,1.37466415529251,103.77614521146,211 PETIR ROAD SINGAPORE 670211
41418,210.0,670629,1.38652802373559,103.759278980746,629 SENJA ROAD SENJA GRAND SINGAPORE 670629
41420,9000.0,670630,1.38668548319749,103.759758915377,630 SENJA ROAD SENJA GRAND SINGAPORE 670630
41423,720.0,673633,1.38473473131824,103.759217747785,633C SENJA ROAD SENJA GREEN SINGAPORE 673633
41425,300.0,672635,1.38660275237577,103.757710467868,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635
41427,90.0,684808,1.37488445323866,103.745409019573,808D CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 684808
41432,360.0,683297,1.37780775426379,103.74306718468,297C CHOA CHU KANG AVENUE 2 SINGAPORE 683297
41436,660.0,680413,1.38132792158886,103.742568460559,413 CHOA CHU KANG AVENUE 3 KEAT HONG LAUREL SINGAPORE 680413
41437,900.0,680473,1.37961821111761,103.738115482342,473 CHOA CHU KANG AVENUE 3 SINGAPORE 680473
41438,360.0,680307,1.38523428420139,103.74270487573,307 CHOA CHU KANG AVENUE 4 SINGAPORE 680307
41449,2400.0,680485,1.37499843819864,103.737744294777,485 CHOA CHU KANG AVENUE 5 SINGAPORE 680485
41455,6240.0,681810,1.37454644083077,103.746304172261,810A CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 681810
41464,7200.0,680670,1.40297792988038,103.747753040275,670 CHOA CHU KANG CRESCENT SINGAPORE 680670
41487,600.0,680606,1.39843572591709,103.743819552032,606 CHOA CHU KANG STREET 62 SINGAPORE 680606
41525,6240.0,120371,1.32057465713359,103.768211873157,371 CLEMENTI AVENUE 4 SINGAPORE 120371
41526,480.0,120342,1.31836321447687,103.769846484274,342 CLEMENTI AVENUE 5 SINGAPORE 120342
41549,2880.0,600111,1.33877574926997,103.735604254517,111 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600111
41550,240.0,600206,1.33780382054265,103.741997788111,206 JURONG EAST STREET 21 JURONG EAST VIEW SINGAPORE 600206
41552,2940.0,600216,1.33953084548923,103.73780943839,216 JURONG EAST STREET 21 SINGAPORE 600216
41553,5760.0,600218,1.34033241177285,103.737928007136,218 JURONG EAST STREET 21 SINGAPORE 600218
